ResourceNo,ResourceType,CultureName,ResourceKey,ResourceValue,InitBy,InitDate,ChangedBy,ChangedDate
16911,ValidationMessages,en-US,ReferAFriendNonEligibilityLeaseAssignment,Lease assignment cannot apply for Refer A Friend.,JGoh,2015-05-13 20:06:00,,NULL
16912,ValidationMessages,fr-CA,ReferAFriendNonEligibilityLeaseAssignment,Le programme « Référez un ami » ne s'applique pas dans le cas d'une cession de bail.,JGoh,2015-05-13 20:06:00,HThomas,2015-06-04 11:37:00
16913,ValidationMessages,en-US,ReferAFriendNonEligibilityLeaseTransfer,Lease transfer cannot apply for Refer A Friend.,JGoh,2015-05-13 20:06:00,,NULL
16914,ValidationMessages,fr-CA,ReferAFriendNonEligibilityLeaseTransfer,Le programme « Référez un ami » ne s'applique pas dans le cas d'un transfert.,JGoh,2015-05-13 20:06:00,HThomas,2015-06-04 11:41:00
25435,CommonTerms,fr-CA,ProjectNotificationEmailSubject,ENTREPRENEUR SÉLECTIONNÉ - {0} - APS nº{1},GLi,2019-05-27 20:01:00,,NULL
20946,CommonTerms,en-US,Range,Range,pat,2016-03-23 07:22:00,,NULL
20947,CommonTerms,fr-CA,Range,Période,pat,2016-03-23 07:22:00,ndagher,2016-04-01 07:03:00
20948,CommonTerms,en-US,TaskListManagement,Task List Management,JohnnyS,2016-03-30 09:14:00,,NULL
20949,CommonTerms,fr-CA,TaskListManagement,Gestion de la liste des tâches,JohnnyS,2016-03-30 09:14:00,,NULL
20967,CommonTerms,fr-CA,RFTForAnotherStorageExists,Une DT en destination d'un autre entrepôt est active.,HaiZhu,2016-04-05 19:57:00,ndagher,2016-04-18 10:18:00
20997,CommonTerms,fr-CA,ReportsNotCreatedForLeases,Aucun rapport créé pour le(s) bail/baux suivant(s) : {0}.,HaiZhu,2016-04-25 19:58:00,ndagher,2016-04-28 07:07:00
20998,CommonTerms,en-US,PAPAccountInformation,PAP Account Information,JGoh,2016-04-25 19:58:00,,NULL
20999,CommonTerms,fr-CA,PAPAccountInformation,Information sur le compte PPA,JGoh,2016-04-25 19:58:00,ndagher,2016-04-28 06:36:00
21000,CommonTerms,en-US,PAPTransactions,PAP Transactions,JGoh,2016-04-25 19:58:00,,NULL
21001,CommonTerms,fr-CA,PAPTransactions,Transactions du PPA,JGoh,2016-04-25 19:58:00,ndagher,2016-04-28 06:41:00
21002,ValidationMessages,en-US,MustBeOnThe,{0} must be on the {1},JGoh,2016-04-25 19:58:00,,NULL
21003,ValidationMessages,fr-CA,MustBeOnThe,{0} doit figurer sur le {1},JGoh,2016-04-25 19:58:00,ndagher,2016-04-28 06:36:00
21004,ValidationMessages,en-US,PropertyEqualDigits,{0} must be {1} digits.,pat,2016-04-25 19:58:00,,NULL
21005,ValidationMessages,fr-CA,PropertyEqualDigits,{0} doit contenir {1} caractère(s) numérique(s).,pat,2016-04-25 19:58:00,ndagher,2016-04-28 06:34:00
21006,ValidationMessages,en-US,PleaseSelectATenant,Please select a tenant.,pat,2016-04-25 19:58:00,,NULL
21007,ValidationMessages,fr-CA,PleaseSelectATenant,Veuillez sélectionner un membre résident.,pat,2016-04-25 19:58:00,ndagher,2016-04-28 06:33:00
21008,ValidationMessages,en-US,PleaseSelectAnInstitution,Please select an institution.,pat,2016-04-25 19:58:00,,NULL
21009,ValidationMessages,fr-CA,PleaseSelectAnInstitution,Veuillez sélectionner une institution financière.,pat,2016-04-25 19:58:00,ndagher,2016-04-28 06:33:00
21010,ValidationMessages,en-US,PropertyRangeDigits,{0}: Must be between {1} and {2} digits.,pat,2016-04-25 19:58:00,,NULL
21011,ValidationMessages,fr-CA,PropertyRangeDigits,{0} : Doit contenir entre {1} et {2} caractère(s) numérique(s).,pat,2016-04-25 19:58:00,ndagher,2016-04-28 06:34:00
21012,CommonTerms,en-US,StartOfTheMonth,Start of the month.,JGoh,2016-04-25 19:58:00,,NULL
21013,CommonTerms,fr-CA,StartOfTheMonth,Début du mois.,JGoh,2016-04-25 19:58:00,ndagher,2016-04-28 06:25:00
21014,CommonTerms,en-US,LastDayOfTheMonth,Last day of the month.,JGoh,2016-04-25 19:58:00,,NULL
21015,CommonTerms,fr-CA,LastDayOfTheMonth,Dernier jour du mois.,JGoh,2016-04-25 19:58:00,ndagher,2016-04-28 06:27:00
21016,CommonTerms,en-US,PAPCancelledOnByReason,PAP has been cancelled on {0} by {1} for reason: {2},JGoh,2016-04-25 19:58:00,,NULL
21017,CommonTerms,fr-CA,PAPCancelledOnByReason,Le PPA a été annulé le {0} par {1} pour la raison suivante : {2},JGoh,2016-04-25 19:58:00,ndagher,2016-04-28 06:31:00
21018,CommonTerms,en-US,PAPReactivatedOnByReason,"PAP has been reactivated. Previous end date of {0} changed to {1}, by {2} for reason: {3}",JGoh,2016-04-25 19:58:00,,NULL
21019,CommonTerms,fr-CA,PAPReactivatedOnByReason,"Le PPA a été réactivé. L'échéance précédente du {0} a été reportée au {1}, par {2} pour la raison suivante : {3}",JGoh,2016-04-25 19:58:00,ndagher,2016-04-28 06:45:00
25438,CommonTerms,en-US,InternalContractorServiceRequestAcceptEmailSubject,Boardwalk Job #{0},IBerezniak,2019-05-27 20:01:00,,NULL
25439,CommonTerms,fr-CA,InternalContractorServiceRequestAcceptEmailSubject,APS Boardwalk nº {0},IBerezniak,2019-05-27 20:01:00,,NULL
25442,CommonTerms,en-US,PurchaseOrderSuccessNotificationEmailSubject,Purchase Order PO#{0} Created,GLi,2019-05-27 20:01:00,,NULL
25443,CommonTerms,fr-CA,PurchaseOrderSuccessNotificationEmailSubject,Nº de BC {0} créé,GLi,2019-05-27 20:01:00,NDagher,2019-05-31 07:49:00
25590,CommonTerms,en-US,SecurityDepositPaymentRequestCompletedEmailAuthenticationNumberLabel,Authentication Number,spatten,2020-07-14 19:58:00,,NULL
20936,CommonTerms,en-US,StockOption_All,All,pat,2016-03-22 20:03:00,,NULL
20937,CommonTerms,fr-CA,StockOption_All,Tout,pat,2016-03-22 20:03:00,ndagher,2016-06-15 08:37:00
20938,CommonTerms,en-US,StockOption_HideZeros,Hide Zero's,pat,2016-03-22 20:03:00,,NULL
20939,CommonTerms,fr-CA,StockOption_HideZeros,Aucune quantité égale à zéro,pat,2016-03-22 20:03:00,HThomas,2016-06-29 13:18:00
20940,CommonTerms,en-US,StockOption_ZerosOnly,Zero's Only,pat,2016-03-22 20:03:00,,NULL
20941,CommonTerms,fr-CA,StockOption_ZerosOnly,Quantité nulle,pat,2016-03-22 20:03:00,ndagher,2016-06-15 08:36:00
20942,CommonTerms,en-US,StockOption_BlankList,Blank List,pat,2016-03-22 20:03:00,,NULL
20943,CommonTerms,fr-CA,StockOption_BlankList,Liste vierge,pat,2016-03-22 20:03:00,ndagher,2016-04-01 07:47:00
20944,CommonTerms,en-US,OnWeb,On Web,JGoh,2016-03-22 20:04:00,,NULL
20945,CommonTerms,fr-CA,OnWeb,sur le Web,JGoh,2016-03-22 20:04:00,ndagher,2016-04-01 08:05:00
20950,ValidationMessages,en-US,ItemCommentRequiredMinMax,"The item you are requesting is on your min/max inventory list, please include a reason for the order in the item comment section. The comment may not be less than {0} characters.",Henry,2016-04-05 19:57:00,,NULL
20951,ValidationMessages,fr-CA,ItemCommentRequiredMinMax,"L'article demandé figure déjà dans votre livre min/max, veuillez inscrire la raison en {0} caractères ou plus, qui justifie cette demande à la section ""Commentaires"".",Henry,2016-04-05 19:57:00,ndagher,2016-04-18 10:25:00
20952,CommonTerms,en-US,AppointmentNotAvailable,Appointment not available,JGoh,2016-04-05 19:57:00,,NULL
20953,CommonTerms,fr-CA,AppointmentNotAvailable,Aucune heure de rendez-vous disponible,JGoh,2016-04-05 19:57:00,ndagher,2016-04-18 10:54:00
20954,ValidationMessages,en-US,AppointmentLimitedToSingleProject,Appointment can only be made on single projecct.,JGoh,2016-04-05 19:57:00,,NULL
20955,ValidationMessages,fr-CA,AppointmentLimitedToSingleProject,Le rendez-vous ne doit s'appliquer qu'à un seul projet.,JGoh,2016-04-05 19:57:00,ndagher,2016-04-18 10:53:00
20956,ValidationMessages,en-US,ShowingHoursNotAvailableForAppointment,Showing hours are not available.  Appointment cannot be made.,JGoh,2016-04-05 19:57:00,,NULL
20957,ValidationMessages,fr-CA,ShowingHoursNotAvailableForAppointment,Les heures de visites ne sont pas affichées. Il est impossible de fixer un rendez-vous.,JGoh,2016-04-05 19:57:00,ndagher,2016-04-18 10:19:00
20958,ValidationMessages,en-US,ShowingHoursNotMatchingAppointmentTime,Available showing hours does not match appointment time.  Appointment cannot be made.,JGoh,2016-04-05 19:57:00,,NULL
20959,ValidationMessages,fr-CA,ShowingHoursNotMatchingAppointmentTime,Les heures de visites affichées ne concordent pas avec l'heure du rendez-vous. Il est impossible de fixer le rendez-vous.,JGoh,2016-04-05 19:57:00,ndagher,2016-04-18 10:19:00
20960,ValidationMessages,en-US,AppointmentDateAndTimeIsRequired,Appointment date and time is required.,JGoh,2016-04-05 19:57:00,,NULL
20961,ValidationMessages,fr-CA,AppointmentDateAndTimeIsRequired,Date et heure du rendez-vous obligatoires.,JGoh,2016-04-05 19:57:00,ndagher,2016-04-18 10:53:00
20962,CommonTerms,en-US,RFTHasBeenCreatedAutomatically,RFT has been created for you automatically.,HaiZhu,2016-04-05 19:57:00,,NULL
20963,CommonTerms,fr-CA,RFTHasBeenCreatedAutomatically,Une DT a été automatiquement créée.,HaiZhu,2016-04-05 19:57:00,ndagher,2016-04-18 10:17:00
20964,CommonTerms,en-US,RFTCannotBeCreated,RFT can not be created.,HaiZhu,2016-04-05 19:57:00,,NULL
20965,CommonTerms,fr-CA,RFTCannotBeCreated,Impossible de créer la DT.,HaiZhu,2016-04-05 19:57:00,ndagher,2016-04-18 08:50:00
20966,CommonTerms,en-US,RFTForAnotherStorageExists,RFT for another storage exists.,HaiZhu,2016-04-05 19:57:00,,NULL
20969,CommonTerms,fr-CA,RFTFromAnotherStorageExists,Une DT en provenance d'un autre entrepôt est active.,HaiZhu,2016-04-05 19:57:00,ndagher,2016-04-18 10:18:00
20970,CommonTerms,en-US,PartInWareHouseWithStock,This part is in the warehouse with a stock of {0}.,HaiZhu,2016-04-05 19:57:00,,NULL
20971,CommonTerms,fr-CA,PartInWareHouseWithStock,L'entrepôt possède {0} exemplaire(s) de cette pièce.,HaiZhu,2016-04-05 19:57:00,ndagher,2016-04-18 10:23:00
20972,CommonTerms,en-US,WarehouseStockNotFound,There is no warehouse stock found.,HaiZhu,2016-04-05 19:57:00,,NULL
20973,CommonTerms,fr-CA,WarehouseStockNotFound,La pièce n'est pas en stock.,HaiZhu,2016-04-05 19:57:00,ndagher,2016-04-18 10:21:00
20974,Reports,en-US,LeaseAmendmentQC.Title,Amendment to lease,JGoh,2016-04-05 19:57:00,,NULL
20975,Reports,fr-CA,LeaseAmendmentQC.Title,Amendement au bail,JGoh,2016-04-05 19:57:00,HThomas,2016-04-07 11:29:00
20976,Reports,en-US,LeaseAmendmentQC.AmendmentBetween,Amendment to lease entered between,JGoh,2016-04-05 19:57:00,,NULL
20977,Reports,fr-CA,LeaseAmendmentQC.AmendmentBetween,Amendement au bail conclu entre,JGoh,2016-04-05 19:57:00,HThomas,2016-04-07 11:26:00
20978,Reports,en-US,LeaseAmendmentQC.AmendmentTerms,"Whereas the parties are bound by a {0} <b>Renewal</b> or {0} <b>Lease</b> and wish to modified said agreement by {0} <b>adding</b> or {0} <b>removing</b> as of {1}, 20{2} the following:",JGoh,2016-04-05 19:57:00,,NULL
20979,Reports,fr-CA,LeaseAmendmentQC.AmendmentTerms,"Attendu que les parties sont tenues de respecter {0} <b>le renouvellement</b> ou {0} <b>le bail</b> et qu'elles souhaitent modifier la présente entente afin de  {0} <b>ajouter</b> ou {0} <b>retirer</b> à compter du {1}, 20{2} ce qui suit :",JGoh,2016-04-05 19:57:00,HThomas,2016-04-07 11:28:00
20980,Reports,en-US,LeaseAmendmentQC.AmendmentRent,"The rent is {0} <b>Increased</b> or {0} <b>Decreased</b> by ${1} per month as of {2}, 20{3}. All parties herein acknowledge and agree that all other terms, conditions and agreement remains unchanged; they are herby ratified and shall remain in full force and effect.",JGoh,2016-04-05 19:57:00,,NULL
20981,Reports,fr-CA,LeaseAmendmentQC.AmendmentRent,"Le loyer sera {0} <b>augmenté</b> ou {0} <b>réduit</b> de {1}$ par mois à compter du {2}, 20{3}. Les parties aux présentes conviennent et acceptent de n'apporter aucun changement aux autres modalités, conditions et ententes; elles sont par la présente ratifiées et demeurent en vigueur.",JGoh,2016-04-05 19:57:00,HThomas,2016-04-07 11:44:00
20982,Reports,en-US,LeaseAmendmentQC.BoundTerms,(All parties bound by the Lease must sign this document),JGoh,2016-04-05 19:57:00,,NULL
20983,Reports,fr-CA,LeaseAmendmentQC.BoundTerms,(Les parties liées par ce bail doivent signer le document),JGoh,2016-04-05 19:57:00,HThomas,2016-04-07 11:29:00
20984,CommonTerms,en-US,Indoor,Indoor,JGoh,2016-04-05 19:57:00,,NULL
20985,CommonTerms,fr-CA,Indoor,intérieur,JGoh,2016-04-05 19:57:00,HThomas,2016-04-07 11:33:00
20986,CommonTerms,en-US,Outdoor,Outdoor,JGoh,2016-04-05 19:57:00,,NULL
20987,CommonTerms,fr-CA,Outdoor,extérieur,JGoh,2016-04-05 19:57:00,HThomas,2016-04-07 11:30:00
20988,CommonTerms,en-US,Refrigerator,Refrigerator,JGoh,2016-04-05 19:57:00,,NULL
20989,CommonTerms,fr-CA,Refrigerator,Réfrigérateur,JGoh,2016-04-05 19:57:00,ndagher,2016-04-06 07:17:00
20990,CommonTerms,en-US,Stove,Stove,JGoh,2016-04-05 19:57:00,,NULL
20991,CommonTerms,fr-CA,Stove,Cuisinière,JGoh,2016-04-05 19:57:00,HThomas,2016-04-07 11:30:00
20992,CommonTerms,en-US,LandlordSignature,Landlord Signature,JGoh,2016-04-05 19:57:00,,NULL
20993,CommonTerms,fr-CA,LandlordSignature,Signature du locateur,JGoh,2016-04-05 19:57:00,HThomas,2016-04-07 11:27:00
20994,CommonTerms,en-US,AmendmentToLease,Amendment to lease,JGoh,2016-04-05 19:57:00,,NULL
20995,CommonTerms,fr-CA,AmendmentToLease,Amendement au bail,JGoh,2016-04-05 19:57:00,HThomas,2016-04-07 11:26:00
21025,CommonTerms,fr-CA,PAPDeactivated,PPA désactivé,JGoh,2016-04-25 19:58:00,ndagher,2016-04-28 06:35:00
21026,CommonTerms,en-US,PAPDeactivatedOnBy,PAP has been deactivated on {0} by {1}.,JGoh,2016-04-25 19:58:00,,NULL
21106,CommonTerms,en-US,MulitpleMemoSelectSuite,Please select the suites that you would like this memo to apply to.,HaiZhu,2016-06-23 09:23:00,,NULL
21107,CommonTerms,fr-CA,MulitpleMemoSelectSuite,Veuillez sélectionner les logements visés par cette note de service.,HaiZhu,2016-06-23 09:23:00,ndagher,2016-08-03 07:06:00
21256,ValidationMessages,en-US,WebcastDateRangeExceedPrevious,This Webcast has dates that exceeds the bounds of previous webcasts.,JGoh,2016-08-02 19:58:00,,NULL
21257,ValidationMessages,fr-CA,WebcastDateRangeExceedPrevious,Les dates de cette webémission chevauchent celles de webémissions antérieures.,JGoh,2016-08-02 19:58:00,NDagher,2016-09-29 08:56:00
21258,ValidationMessages,en-US,WebcastCurrentNotCompleted,A new webcast cannot be created until current webcast has been completed.,JGoh,2016-08-02 19:58:00,,NULL
11154,CommonTerms,fr-CA,AssignLimitsByCity,Assigner les limites par ville,EricS,2013-09-18 14:09:00,hthomas,2013-10-03 07:25:00
11155,CommonTerms,en-US,InvalidLimitScheduler,Invalid Limit Scheduler,EricS,2013-09-18 14:09:00,,NULL
11156,CommonTerms,fr-CA,InvalidLimitScheduler,Limite invalide du planificateur,EricS,2013-09-18 14:09:00,hthomas,2013-10-03 09:29:00
11157,CommonTerms,en-US,InvalidLimitLeaderLevel1,Invalid Limit CC,EricS,2013-09-18 14:09:00,,NULL
11170,Labels,fr-CA,LimitLeaderLevel3,Limite du leader de niveau 3,EricS,2013-09-18 14:09:00,hthomas,2013-10-23 08:44:00
11171,Labels,en-US,LimitLeaderLevel4,Limt Leader Level4,EricS,2013-09-18 14:09:00,,NULL
11172,Labels,fr-CA,LimitLeaderLevel4,Limite du leader de niveau 4,EricS,2013-09-18 14:09:00,hthomas,2013-10-23 08:45:00
11249,CommonTerms,en-US,PutOnHold,Put on hold,EricS,2013-09-18 14:09:00,,NULL
11250,CommonTerms,fr-CA,PutOnHold,À mettre en attente,EricS,2013-09-18 14:09:00,hthomas,2013-10-04 11:58:00
11251,CommonTerms,en-US,RemoveOnHold,Remove On Hold,EricS,2013-09-18 14:09:00,,NULL
11252,CommonTerms,fr-CA,RemoveOnHold,Retirer la mise en attente,EricS,2013-09-18 14:09:00,hthomas,2013-10-04 12:22:00
11281,CommonTerms,en-US,DelegateDecline,Delegate Decline,EricS,2013-09-18 14:09:00,,NULL
11282,CommonTerms,fr-CA,DelegateDecline,Refusé(e) par le délégué,EricS,2013-09-18 14:09:00,HThomas,2017-06-30 09:57:00
11283,CommonTerms,en-US,Delegate,Delegate,EricS,2013-09-18 14:09:00,,NULL
11284,CommonTerms,fr-CA,Delegate,Déléguer,EricS,2013-09-18 14:09:00,hthomas,2013-10-03 08:43:00
11285,CommonTerms,en-US,OperationLeader,Operation Leader,EricS,2013-09-18 14:09:00,,NULL
11286,CommonTerms,fr-CA,OperationLeader,Leader des opérations,EricS,2013-09-18 14:09:00,hthomas,2013-10-29 13:28:00
11287,Labels,en-US,DelegatableLeaders,Delegatable Leaders:,EricS,2013-09-18 14:09:00,,NULL
11288,Labels,fr-CA,DelegatableLeaders,Leaders pouvant déléguer :,EricS,2013-09-18 14:09:00,hthomas,2013-10-03 08:42:00
11289,CommonTerms,en-US,ApprovalDelegationSelectLeaderWarning,Warning: Please select a leader first.,EricS,2013-09-18 14:09:00,,NULL
11290,CommonTerms,fr-CA,ApprovalDelegationSelectLeaderWarning,Avertissement : sélectionner un leader en premier.,EricS,2013-09-18 14:09:00,hthomas,2013-09-19 09:25:00
20017,CommonTerms,fr-CA,AdSliderRecResMob,Résolution recommandée : 512x256,Mwardrop,2015-11-05 20:18:00,ndagher,2015-11-19 13:00:00
16795,CommonTerms,en-US,LeaseAssignmentComplete,Lease assignment complete.,JGoh,2015-05-13 20:06:00,,NULL
16915,ValidationMessages,en-US,ReturningCustomerDiscountNonEligibilityLeaseAssignment,Lease assignment cannot apply for the Returning Customer Discount.,JGoh,2015-05-13 20:06:00,,NULL
11109,CommonTerms,fr-CA,QuoteRequestContractorWarning,Sélectionner d'abord un entrepreneur.,EricS,2012-10-09 00:00:00,hthomas,2013-10-04 12:00:00
11110,CommonTerms,en-US,QuoteRequestLineSavePriceDNCWarning,Please check DNC flag or enter a received price.,EricS,2012-12-12 00:00:00,,NULL
11111,CommonTerms,fr-CA,QuoteRequestLineSavePriceDNCWarning,Cocher la case Ne pas tenir compte ou inscrire le prix reçu.,EricS,2012-12-12 00:00:00,hthomas,2013-10-30 07:49:00
11112,CommonTerms,en-US,QuoteRequestPOWarning,The PO does not exist.,EricS,2012-10-09 00:00:00,,NULL
11113,CommonTerms,fr-CA,QuoteRequestPOWarning,Bon de commande inexistant.,EricS,2012-10-09 00:00:00,hthomas,2013-10-04 12:01:00
11114,CommonTerms,en-US,Ranking,Ranking,EricS,2012-10-09 00:00:00,,NULL
11115,CommonTerms,fr-CA,Ranking,Classement,EricS,2012-10-09 00:00:00,hthomas,2013-10-04 12:01:00
11116,CommonTerms,en-US,Reorder,Reorder,EricS,2012-12-21 00:00:00,,NULL
11117,CommonTerms,en-US,RequestQuotePerPO,Request Quote PerPO,EricS,2012-10-09 00:00:00,,NULL
12599,CommonTerms,en-US,LedgerBalanceGreaterThanZero,The Ledger Balance is greater than zero.,HaiZhu,2014-06-24 22:12:00,,NULL
12600,CommonTerms,fr-CA,LedgerBalanceGreaterThanZero,Le solde du registre est supérieur à zéro.,HaiZhu,2014-06-24 22:12:00,hthomas,2014-07-08 11:56:00
11102,CommonTerms,en-US,JobQuoteRequestEmailMessageBody,"Job Number:				{0}|Due Date:				{1}|PO Number:				{2}|Site Name:				{3}|Site Address:				{4}|Suite Number:				{5}|Site Phone #:				{6}|Suite Type:				{7}|Move Out Date:			{8}|Move In Date:				{9}|Scheduled Date:			{10}|Job Type:				{11}|Job Sub-Type:				{12}|Job Description:			{13}| |Site Comment:| |{14}| |Head Office Comment:| |{15}| |=================================================|Please provide a quotation on the above job, and submit it prior to the due date listed above.| |Please be sure to reference the Job or PO number given you, so that we may properly receive and track your quotation.| |Should you require additional information about the specifics of this job, please contact the site office at the number listed above.| |Quotations should be submitted to:|Schedulers: Fax (403) 261-9252; Email Schedulers@bwalk.com|Capital: Fax (403) 298-3921; Email Capital@bwalk.com.| |Boardwalk is not obligated to award a purchase order to the lowest quoting contractor/supplier, or to award a purchase order altogether.",EricS,2012-10-09 00:00:00,MPoulin,2014-03-11 09:02:00
11314,CommonTerms,fr-CA,ApprovalReturnedValueOnHoldWarning,Avertissement : les travaux ont été suspendus ; la décision ne peut être changée.,EricS,2013-09-18 14:09:00,NDagher,2017-03-20 12:24:00
11315,CommonTerms,en-US,ApprovalReturnedValueOnHoldRemoved,On hold has been removed.,EricS,2013-09-18 14:09:00,,NULL
11316,CommonTerms,fr-CA,ApprovalReturnedValueOnHoldRemoved,"L'attribut ""en suspens"" a été retiré.",EricS,2013-09-18 14:09:00,HThomas,2015-04-30 12:23:00
11317,CommonTerms,en-US,ApprovalRequestSent,Approval request is sent out.,EricS,2013-09-18 14:09:00,,NULL
11318,CommonTerms,fr-CA,ApprovalRequestSent,La demande d'approbation est envoyée.,EricS,2013-09-18 14:09:00,hthomas,2013-10-03 06:54:00
11319,CommonTerms,en-US,ApprovalReturnedValueApprovedFlagOverwritten,The approval flag of the job is overwritten.,EricS,2013-09-18 14:09:00,,NULL
11320,CommonTerms,fr-CA,ApprovalReturnedValueApprovedFlagOverwritten,L'alerte d'approbation pour ces travaux a été écrasée.,EricS,2013-09-18 14:09:00,HThomas,2015-04-30 12:16:00
11321,CommonTerms,en-US,ApprovalReturnedValueDeclinedFlagOverwritten,The declined flag of the job is overwritten.,EricS,2013-09-18 14:09:00,,NULL
11322,CommonTerms,fr-CA,ApprovalReturnedValueDeclinedFlagOverwritten,L'alerte de travaux refusés a été écrasée.,EricS,2013-09-18 14:09:00,HThomas,2017-06-28 10:09:00
11323,CommonTerms,en-US,ApprovedByDelegation,Approved by a delegation,EricS,2013-09-18 14:09:00,,NULL
11324,CommonTerms,fr-CA,ApprovedByDelegation,Approuvé par délégation,EricS,2013-09-18 14:09:00,HThomas,2016-03-18 13:58:00
11325,CommonTerms,en-US,DeclinedByDelegation,Declined by a delegation,EricS,2013-09-18 14:09:00,,NULL
11326,CommonTerms,fr-CA,DeclinedByDelegation,Refusé(e) par une délégation,EricS,2013-09-18 14:09:00,HThomas,2017-06-30 09:54:00
11327,CommonTerms,en-US,SentApprovalRequestToPM,Sent approval request to PM team.,EricS,2013-09-18 14:09:00,,NULL
11328,CommonTerms,fr-CA,SentApprovalRequestToPM,Demande d'approbation envoyée à l'équipe de l'EP.,EricS,2013-09-18 14:09:00,hthomas,2013-10-09 07:42:00
11329,CommonTerms,en-US,SentApprovalRequestToOperation,Sent approval request to operation leaders,EricS,2013-09-18 14:09:00,,NULL
11330,CommonTerms,fr-CA,SentApprovalRequestToOperation,Demande d'approbation envoyée aux leaders des opérations,EricS,2013-09-18 14:09:00,hthomas,2013-10-09 07:41:00
11331,CommonTerms,en-US,FailedForwardingApprovalRequestEmailUnKnownDepartment,Failed forwarding approval request because of unknown department,EricS,2013-09-18 14:09:00,,NULL
16962,CommonTerms,fr-CA,Reactivate,Réactiver,HaiZhu,2015-06-09 20:29:00,HThomas,2015-06-15 06:22:00
16963,CommonTerms,en-US,GuestCardPreviouslyMarkedAsContacted,Guest Card has been previously marked as contacted.,HaiZhu,2015-06-09 20:29:00,,NULL
16964,CommonTerms,fr-CA,GuestCardPreviouslyMarkedAsContacted,Un contact a déjà été établi pour cette fiche visiteur.,HaiZhu,2015-06-09 20:29:00,HThomas,2015-06-10 14:10:00
16965,CommonTerms,en-US,GuestCardFollowUpContactedCheckboxHint,"If you contacted or attempted to contact this person, you should check off the Contacted box.",HaiZhu,2015-06-09 20:29:00,,NULL
16966,CommonTerms,fr-CA,GuestCardFollowUpContactedCheckboxHint,"Si vous avez joint ou essayez de joindre cette personne, vous devez cocher la case Contacté.",HaiZhu,2015-06-09 20:29:00,HThomas,2016-03-18 12:07:00
16967,CommonTerms,en-US,ConfirmFollowUpGuestCard,You are about to follow up on this guest card.{0}{1}{0}Do you wish to continue?,HaiZhu,2015-06-09 20:29:00,,NULL
11103,CommonTerms,fr-CA,JobQuoteRequestEmailMessageBody,"Nº des travaux :				{0}|Date d’échéance :				{1}|Nº de BC :				{2}|Nom du projet :				{3}|Adresse du projet :				{4}|Nº du logement :				{5}|Téléphone du projet :				{6}|Type de logement :				{7}|Date de déménagement :			{8}|Date d’emménagement :				{9}|Date prévue des travaux :			{10}|Type de travaux :				{11}|Sous-catégorie de travaux :				{12}|Description des travaux :			{13}| |Commentaires du projet :| |{14}| |Commentaires du siège social :| |{15}| |=====================================================|Veuillez fournir un devis pour les travaux susmentionnés et le faire parvenir avant la date d’échéance indiquée ci-haut.| |Veuillez indiquer sur votre devis le numéro des travaux ou de BC qui vous a été fourni afin que nous puissions bien traiter votre devis et suivre son cheminement.| |Pour toute information additionnelle concernant les détails des travaux, veuillez communiquer avec le bureau du projet au numéro indiqué.| |Veuillez faire parvenir votre devis à :|Schedulers: Télécopieur : 403 261-9252; Courriel : Schedulers@bwalk.com|Immobilisations : Télécopieur 403 298-3921; Courriel Capital@bwalk.com.| |Boardwalk ne s’engage à accepter ni la soumission la plus basse ni aucune des soumissions. ",EricS,2012-10-09 00:00:00,ndagher,2015-10-21 07:54:00
11104,CommonTerms,en-US,JobQuoteRequestFaxMessageBody,"Job Number: {0}|Due Date: {1}|PO Number: {2}|Site Name: {3}|Site Address: {4}|Suite Number: {5}|Site Phone #: {6}|Suite Type: {7}|Move Out Date: {8}|Move In Date: {9}|Scheduled Date: {10}|Job Type: {11}|Job Sub-Type: {12}|Job Description: {13}| |Site Comment:| |{14}| |Head Office Comment:| |{15}| |**********************************************************************************************|Please provide a quotation on the above job, and submit it prior to the due date listed above.| |Please be sure to reference the Job or PO number given you, so that we may properly receive and track your quotation.| |Should you require additional information about the specifics of this job, please contact the site office at the number listed above.| |Quotations should be submitted to:|Schedulers: Fax (403) 261-9252; Email Schedulers@bwalk.com|Capital: Fax (403)         ; Email Capital@bwalk.com| |Boardwalk is not obligated to award a purchase order to the lowest quoting contractor/supplier, or to award a purchase order altogether.",EricS,2012-10-09 00:00:00,MPoulin,2014-03-11 09:03:00
